state,date,predicted,yhat_lower,yhat_upper
Alabama,2023-03-24,0.00,0.00,223.49
Alabama,2023-03-25,0.00,0.00,-106.73
Alabama,2023-03-26,0.00,0.00,248.05
Alabama,2023-03-27,0.00,0.00,246.11
Alabama,2023-03-28,0.00,0.00,-122.62
Alabama,2023-03-29,0.00,0.00,-90.47
Alabama,2023-03-30,0.00,0.00,-253.15
Alabama,2023-03-31,0.00,0.00,-127.24
Alabama,2023-04-01,0.00,0.00,-355.90
Alabama,2023-04-02,0.00,0.00,19.58
Alabama,2023-04-03,0.00,0.00,-383.14
Alabama,2023-04-04,0.00,0.00,-236.30
Alabama,2023-04-05,0.00,0.00,-57.61
Alabama,2023-04-06,0.00,0.00,22.21
Alabama,2023-04-07,0.00,0.00,-192.63
Alabama,2023-04-08,0.00,0.00,-352.26
Alabama,2023-04-09,0.00,0.00,-232.92
Alabama,2023-04-10,0.00,0.00,-483.15
Alabama,2023-04-11,0.00,0.00,-375.44
Alabama,2023-04-12,0.00,0.00,-422.28
Alabama,2023-04-13,0.00,0.00,-527.19
Alabama,2023-04-14,0.00,0.00,-323.38
Alabama,2023-04-15,0.00,0.00,-339.38
Alabama,2023-04-16,0.00,0.00,-449.06
Alabama,2023-04-17,0.00,0.00,-374.18
Alabama,2023-04-18,0.00,0.00,-326.46
Alabama,2023-04-19,0.00,0.00,-184.63
Alabama,2023-04-20,0.00,0.00,-367.60
Alabama,2023-04-21,0.00,0.00,-281.65
Alabama,2023-04-22,0.00,0.00,-535.77
Alabama,2023-04-23,0.00,0.00,-276.35
Alabama,2023-04-24,0.00,0.00,-423.37
Alabama,2023-04-25,0.00,0.00,-562.30
Alabama,2023-04-26,0.00,0.00,-621.21
Alabama,2023-04-27,0.00,0.00,-343.36
Alabama,2023-04-28,0.00,0.00,-326.43
Alabama,2023-04-29,0.00,0.00,-435.93
Alabama,2023-04-30,0.00,0.00,-253.63
Alabama,2023-05-01,0.00,0.00,-157.48
Alabama,2023-05-02,0.00,0.00,-132.98
Alabama,2023-05-03,0.00,0.00,-374.16
Alabama,2023-05-04,0.00,0.00,-271.18
Alabama,2023-05-05,0.00,0.00,-138.86
Alabama,2023-05-06,0.00,0.00,-481.65
Alabama,2023-05-07,0.00,0.00,-403.78
Alabama,2023-05-08,0.00,0.00,-388.32
Alabama,2023-05-09,0.00,0.00,-294.07
Alabama,2023-05-10,0.00,0.00,-446.75
Alabama,2023-05-11,0.00,0.00,-529.36
Alabama,2023-05-12,0.00,0.00,-427.89
Alabama,2023-05-13,0.00,0.00,-400.02
Alabama,2023-05-14,0.00,0.00,-270.98
Alabama,2023-05-15,0.00,0.00,-353.64
Alabama,2023-05-16,0.00,0.00,-342.65
Alabama,2023-05-17,0.00,0.00,-111.67
Alabama,2023-05-18,0.00,0.00,-315.48
Alabama,2023-05-19,0.00,0.00,-413.92
Alabama,2023-05-20,0.00,0.00,-230.54
Alabama,2023-05-21,0.00,0.00,-280.77
Alabama,2023-05-22,0.00,0.00,-281.69
Alabama,2023-05-23,0.00,0.00,-423.00
Alabama,2023-05-24,0.00,0.00,-412.76
Alabama,2023-05-25,0.00,0.00,-315.44
Alabama,2023-05-26,0.00,0.00,-241.33
Alabama,2023-05-27,0.00,0.00,-531.00
Alabama,2023-05-28,0.00,0.00,-260.54
Alabama,2023-05-29,0.00,0.00,-530.47
Alabama,2023-05-30,0.00,0.00,-458.13
Alabama,2023-05-31,0.00,0.00,-453.30
Alabama,2023-06-01,0.00,0.00,-275.97
Alabama,2023-06-02,0.00,0.00,-293.27
Alabama,2023-06-03,0.00,0.00,-325.78
Alabama,2023-06-04,0.00,0.00,-382.95
Alabama,2023-06-05,0.00,0.00,-428.22
Alabama,2023-06-06,0.00,0.00,-270.94
Alabama,2023-06-07,0.00,0.00,-336.25
Alabama,2023-06-08,0.00,0.00,-166.86
Alabama,2023-06-09,0.00,0.00,-61.58
Alabama,2023-06-10,0.00,0.00,-288.36
Alabama,2023-06-11,0.00,0.00,-258.71
Alabama,2023-06-12,0.00,0.00,-331.66
Alabama,2023-06-13,0.00,0.00,-360.61
Alabama,2023-06-14,0.00,0.00,-315.29
Alabama,2023-06-15,0.00,0.00,-290.05
Alabama,2023-06-16,0.00,0.00,-393.17
Alabama,2023-06-17,0.00,0.00,54.60
Alabama,2023-06-18,0.00,0.00,-312.89
Alabama,2023-06-19,0.00,0.00,-331.97
Alabama,2023-06-20,0.00,0.00,-128.66
Alabama,2023-06-21,0.00,0.00,-27.09
Alabama,2023-06-22,0.00,0.00,-53.33
Alabama,2023-06-23,0.00,0.00,-149.53
Alabama,2023-06-24,0.00,0.00,-174.70
Alabama,2023-06-25,0.00,0.00,-41.52
Alabama,2023-06-26,0.00,0.00,-80.47
Alabama,2023-06-27,0.00,0.00,-62.59
Alabama,2023-06-28,0.00,0.00,-26.10
Alabama,2023-06-29,0.00,0.00,-269.30
Alabama,2023-06-30,0.00,0.00,-225.49
Alabama,2023-07-01,0.00,0.00,58.98
Alabama,2023-07-02,0.00,0.00,15.65
Alabama,2023-07-03,0.00,0.00,-45.44
Alabama,2023-07-04,0.00,0.00,-184.97
Alabama,2023-07-05,0.00,0.00,-236.30
Alabama,2023-07-06,0.00,0.00,35.85
Alabama,2023-07-07,0.00,0.00,-32.48
Alabama,2023-07-08,0.00,0.00,119.76
Alabama,2023-07-09,0.00,0.00,412.86
Alabama,2023-07-10,0.00,0.00,35.07
Alabama,2023-07-11,0.00,0.00,234.84
Alabama,2023-07-12,0.00,0.00,243.20
Alabama,2023-07-13,0.00,0.00,363.86
Alabama,2023-07-14,0.00,0.00,416.70
Alabama,2023-07-15,0.00,0.00,463.34
Alabama,2023-07-16,0.00,0.00,647.88
Alabama,2023-07-17,0.00,0.00,432.18
Alabama,2023-07-18,0.00,0.00,464.57
Alabama,2023-07-19,0.00,0.00,569.78
Alabama,2023-07-20,0.00,0.00,543.86
Alabama,2023-07-21,0.00,0.00,491.79
Alabama,2023-07-22,0.00,0.00,670.42
Alabama,2023-07-23,0.00,0.00,512.68
Alabama,2023-07-24,0.00,0.00,592.52
Alabama,2023-07-25,0.00,0.00,752.61
Alabama,2023-07-26,0.00,0.00,590.48
Alabama,2023-07-27,0.00,0.00,479.30
Alabama,2023-07-28,0.00,0.00,492.14
Alabama,2023-07-29,0.00,0.00,707.45
Alabama,2023-07-30,0.00,0.00,526.08
Alabama,2023-07-31,0.00,0.00,399.05
Alabama,2023-08-01,0.00,0.00,942.77
Alabama,2023-08-02,0.00,0.00,652.52
Alabama,2023-08-03,0.00,0.00,657.72
Alabama,2023-08-04,0.00,0.00,646.84
Alabama,2023-08-05,0.00,0.00,920.79
Alabama,2023-08-06,0.00,0.00,768.50
Alabama,2023-08-07,0.00,0.00,871.79
Alabama,2023-08-08,0.00,0.00,951.96
Alabama,2023-08-09,0.00,0.00,828.16
Alabama,2023-08-10,0.00,0.00,772.60
Alabama,2023-08-11,0.00,0.00,755.15
Alabama,2023-08-12,0.00,0.00,941.92
Alabama,2023-08-13,0.00,0.00,675.80
Alabama,2023-08-14,0.00,0.00,840.92
Alabama,2023-08-15,0.00,0.00,926.27
Alabama,2023-08-16,0.00,0.00,857.02
Alabama,2023-08-17,0.00,0.00,1026.32
Alabama,2023-08-18,0.00,0.00,876.67
Alabama,2023-08-19,0.00,0.00,964.90
Alabama,2023-08-20,0.00,0.00,1106.03
Alabama,2023-08-21,0.00,0.00,941.34
Alabama,2023-08-22,0.00,0.00,1008.55
Alabama,2023-08-23,0.00,0.00,1125.35
Alabama,2023-08-24,0.00,0.00,1181.71
Alabama,2023-08-25,0.00,0.00,1250.12
Alabama,2023-08-26,0.00,0.00,1039.08
Alabama,2023-08-27,0.00,0.00,1115.51
Alabama,2023-08-28,0.00,0.00,1077.25
Alabama,2023-08-29,0.00,0.00,1079.69
Alabama,2023-08-30,0.00,0.00,1042.25
Alabama,2023-08-31,0.00,0.00,1123.70
Alabama,2023-09-01,0.00,0.00,1161.16
Alabama,2023-09-02,0.00,0.00,1104.47
Alabama,2023-09-03,0.00,0.00,1171.96
Alabama,2023-09-04,0.00,0.00,1022.34
Alabama,2023-09-05,0.00,0.00,905.33
Alabama,2023-09-06,0.00,0.00,1092.60
Alabama,2023-09-07,0.00,0.00,724.98
Alabama,2023-09-08,0.00,0.00,948.60
Alabama,2023-09-09,0.00,0.00,650.91
Alabama,2023-09-10,0.00,0.00,827.03
Alabama,2023-09-11,0.00,0.00,802.03
Alabama,2023-09-12,0.00,0.00,593.59
Alabama,2023-09-13,0.00,0.00,720.24
Alabama,2023-09-14,0.00,0.00,478.95
Alabama,2023-09-15,0.00,0.00,498.60
Alabama,2023-09-16,0.00,0.00,527.37
Alabama,2023-09-17,0.00,0.00,479.55
Alabama,2023-09-18,0.00,0.00,420.91
Alabama,2023-09-19,0.00,0.00,415.01
Alabama,2023-09-20,0.00,0.00,181.75
Alabama,2023-09-21,0.00,0.00,59.87
Alabama,2023-09-22,0.00,0.00,138.36
Alabama,2023-09-23,0.00,0.00,-138.71
Alabama,2023-09-24,0.00,0.00,66.44
Alabama,2023-09-25,0.00,0.00,28.30
Alabama,2023-09-26,0.00,0.00,-141.65
Alabama,2023-09-27,0.00,0.00,-295.35
Alabama,2023-09-28,0.00,0.00,-543.60
Alabama,2023-09-29,0.00,0.00,-503.30
Alabama,2023-09-30,0.00,0.00,-151.66
Alabama,2023-10-01,0.00,0.00,-794.45
Alabama,2023-10-02,0.00,0.00,-447.84
Alabama,2023-10-03,0.00,0.00,-535.31
Alabama,2023-10-04,0.00,0.00,-721.37
Alabama,2023-10-05,0.00,0.00,-682.29
Alabama,2023-10-06,0.00,0.00,-860.77
Alabama,2023-10-07,0.00,0.00,-800.79
Alabama,2023-10-08,0.00,0.00,-975.61
Alabama,2023-10-09,0.00,0.00,-861.79
Alabama,2023-10-10,0.00,0.00,-903.02
Alabama,2023-10-11,0.00,0.00,-835.82
Alabama,2023-10-12,0.00,0.00,-708.06
Alabama,2023-10-13,0.00,0.00,-703.93
Alabama,2023-10-14,0.00,0.00,-970.50
Alabama,2023-10-15,0.00,0.00,-669.12
Alabama,2023-10-16,0.00,0.00,-926.94
Alabama,2023-10-17,0.00,0.00,-885.70
Alabama,2023-10-18,0.00,0.00,-958.72
Alabama,2023-10-19,0.00,0.00,-821.43
Alabama,2023-10-20,0.00,0.00,-697.74
Alabama,2023-10-21,0.00,0.00,-740.99
Alabama,2023-10-22,0.00,0.00,-644.30
Alabama,2023-10-23,0.00,0.00,-930.54
Alabama,2023-10-24,0.00,0.00,-905.28
Alabama,2023-10-25,0.00,0.00,-976.86
Alabama,2023-10-26,0.00,0.00,-894.42
Alabama,2023-10-27,0.00,0.00,-913.39
Alabama,2023-10-28,0.00,0.00,-844.87
Alabama,2023-10-29,0.00,0.00,-897.96
Alabama,2023-10-30,0.00,0.00,-750.65
Alabama,2023-10-31,0.00,0.00,-933.82
Alabama,2023-11-01,0.00,0.00,-970.11
Alabama,2023-11-02,0.00,0.00,-883.94
Alabama,2023-11-03,0.00,0.00,-1024.74
Alabama,2023-11-04,0.00,0.00,-886.92
Alabama,2023-11-05,0.00,0.00,-1021.25
Alabama,2023-11-06,0.00,0.00,-895.43
Alabama,2023-11-07,0.00,0.00,-758.33
Alabama,2023-11-08,0.00,0.00,-960.62
Alabama,2023-11-09,0.00,0.00,-855.70
Alabama,2023-11-10,0.00,0.00,-639.69
Alabama,2023-11-11,0.00,0.00,-1203.70
Alabama,2023-11-12,0.00,0.00,-829.14
Alabama,2023-11-13,0.00,0.00,-1050.62
Alabama,2023-11-14,0.00,0.00,-1037.37
Alabama,2023-11-15,0.00,0.00,-981.34
Alabama,2023-11-16,0.00,0.00,-901.58
Alabama,2023-11-17,0.00,0.00,-915.56
Alabama,2023-11-18,0.00,0.00,-956.62
Alabama,2023-11-19,0.00,0.00,-1024.00
Alabama,2023-11-20,0.00,0.00,-1072.50
Alabama,2023-11-21,0.00,0.00,-993.16
Alabama,2023-11-22,0.00,0.00,-1190.10
Alabama,2023-11-23,0.00,0.00,-949.26
Alabama,2023-11-24,0.00,0.00,-1052.47
Alabama,2023-11-25,0.00,0.00,-883.84
Alabama,2023-11-26,0.00,0.00,-913.57
Alabama,2023-11-27,0.00,0.00,-904.78
Alabama,2023-11-28,0.00,0.00,-699.47
Alabama,2023-11-29,0.00,0.00,-795.88
Alabama,2023-11-30,0.00,0.00,-880.45
Alabama,2023-12-01,0.00,0.00,-683.53
Alabama,2023-12-02,0.00,0.00,-822.83
Alabama,2023-12-03,0.00,0.00,-632.08
Alabama,2023-12-04,0.00,0.00,-567.06
Alabama,2023-12-05,0.00,0.00,-808.35
Alabama,2023-12-06,0.00,0.00,-763.65
Alabama,2023-12-07,0.00,0.00,-504.10
Alabama,2023-12-08,0.00,0.00,-755.02
Alabama,2023-12-09,0.00,0.00,-586.50
Alabama,2023-12-10,0.00,0.00,-591.71
Alabama,2023-12-11,0.00,0.00,-600.48
Alabama,2023-12-12,0.00,0.00,-570.19
Alabama,2023-12-13,0.00,0.00,-558.29
Alabama,2023-12-14,0.00,0.00,-429.04
Alabama,2023-12-15,0.00,0.00,-387.75
Alabama,2023-12-16,0.00,0.00,-473.45
Alabama,2023-12-17,0.00,0.00,-261.53
Alabama,2023-12-18,0.00,0.00,-343.82
Alabama,2023-12-19,0.00,0.00,-409.18
Alabama,2023-12-20,0.00,0.00,-324.37
Alabama,2023-12-21,0.00,0.00,-182.74
Alabama,2023-12-22,0.00,0.00,-134.73
Alabama,2023-12-23,0.00,0.00,-362.60
Alabama,2023-12-24,0.00,0.00,257.20
Alabama,2023-12-25,0.00,0.00,289.48
Alabama,2023-12-26,0.00,0.00,36.76
Alabama,2023-12-27,0.00,0.00,-44.84
Alabama,2023-12-28,0.00,0.00,93.93
Alabama,2023-12-29,0.00,0.00,385.13
Alabama,2023-12-30,0.00,0.00,681.65
Alabama,2023-12-31,0.00,0.00,686.98
Alabama,2024-01-01,0.00,0.00,989.79
Alabama,2024-01-02,0.00,0.00,1217.81
Alabama,2024-01-03,0.00,0.00,1136.95
Alabama,2024-01-04,0.00,0.00,1660.20
Alabama,2024-01-05,0.00,0.00,1541.65
Alabama,2024-01-06,107.21,0.00,1667.06
Alabama,2024-01-07,280.77,0.00,2133.99
Alabama,2024-01-08,452.16,0.00,2127.30
Alabama,2024-01-09,619.44,0.00,2174.69
Alabama,2024-01-10,782.41,0.00,2324.98
Alabama,2024-01-11,935.52,0.00,2436.30
Alabama,2024-01-12,1063.08,0.00,2887.93
Alabama,2024-01-13,1194.21,0.00,2781.97
Alabama,2024-01-14,1311.60,0.00,2942.39
Alabama,2024-01-15,1413.55,0.00,2980.01
Alabama,2024-01-16,1498.52,0.00,3238.40
Alabama,2024-01-17,1566.94,0.00,3094.22
Alabama,2024-01-18,1614.15,0.00,3592.08
Alabama,2024-01-19,1625.54,111.14,3220.50
Alabama,2024-01-20,1631.47,0.00,3334.04
Alabama,2024-01-21,1616.10,0.00,3102.91
Alabama,2024-01-22,1579.28,0.00,2908.29
Alabama,2024-01-23,1521.20,0.00,3253.21
Alabama,2024-01-24,1444.09,0.00,3035.85
Alabama,2024-01-25,1345.13,0.00,2806.20
Alabama,2024-01-26,1211.58,0.00,2942.97
Alabama,2024-01-27,1075.69,0.00,2726.29
Alabama,2024-01-28,923.41,0.00,2610.91
Alabama,2024-01-29,756.36,0.00,2449.85
Alabama,2024-01-30,576.34,0.00,2295.92
Alabama,2024-01-31,387.08,0.00,2159.34
Alabama,2024-02-01,187.10,0.00,2106.60
Alabama,2024-02-02,0.00,0.00,1660.61
Alabama,2024-02-03,0.00,0.00,1319.57
Alabama,2024-02-04,0.00,0.00,1013.51
Alabama,2024-02-05,0.00,0.00,896.30
Alabama,2024-02-06,0.00,0.00,850.81
Alabama,2024-02-07,0.00,0.00,427.83
Alabama,2024-02-08,0.00,0.00,315.52
Alabama,2024-02-09,0.00,0.00,49.74
Alabama,2024-02-10,0.00,0.00,-113.91
Alabama,2024-02-11,0.00,0.00,-471.73
Alabama,2024-02-12,0.00,0.00,-277.26
Alabama,2024-02-13,0.00,0.00,-498.16
Alabama,2024-02-14,0.00,0.00,-617.70
Alabama,2024-02-15,0.00,0.00,-574.57
Alabama,2024-02-16,0.00,0.00,-870.48
Alabama,2024-02-17,0.00,0.00,-1095.16
Alabama,2024-02-18,0.00,0.00,-1089.99
Alabama,2024-02-19,0.00,0.00,-1143.23
Alabama,2024-02-20,0.00,0.00,-1283.78
Alabama,2024-02-21,0.00,0.00,-1214.44
Alabama,2024-02-22,0.00,0.00,-1623.31
Alabama,2024-02-23,0.00,0.00,-1614.70
Alabama,2024-02-24,0.00,0.00,-1321.58
Alabama,2024-02-25,0.00,0.00,-1580.89
Alabama,2024-02-26,0.00,0.00,-1393.78
Alabama,2024-02-27,0.00,0.00,-1700.59
Alabama,2024-02-28,0.00,0.00,-1343.28
Alabama,2024-02-29,0.00,0.00,-1616.64
Alabama,2024-03-01,0.00,0.00,-1422.73
Alabama,2024-03-02,0.00,0.00,-1550.13
Alabama,2024-03-03,0.00,0.00,-1609.91
Alabama,2024-03-04,0.00,0.00,-1693.36
Alabama,2024-03-05,0.00,0.00,-1584.11
Alabama,2024-03-06,0.00,0.00,-1953.28
Alabama,2024-03-07,0.00,0.00,-1924.64
Alabama,2024-03-08,0.00,0.00,-1830.86
Alabama,2024-03-09,0.00,0.00,-1786.88
Alabama,2024-03-10,0.00,0.00,-2107.75
Alabama,2024-03-11,0.00,0.00,-2012.79
Alabama,2024-03-12,0.00,0.00,-2167.25
Alabama,2024-03-13,0.00,0.00,-1812.64
Alabama,2024-03-14,0.00,0.00,-2042.94
Alabama,2024-03-15,0.00,0.00,-1941.48
Alabama,2024-03-16,0.00,0.00,-2137.42
Alabama,2024-03-17,0.00,0.00,-2174.95
Alabama,2024-03-18,0.00,0.00,-2181.90
Alabama,2024-03-19,0.00,0.00,-2317.22
Alabama,2024-03-20,0.00,0.00,-2202.10
Alabama,2024-03-21,0.00,0.00,-2426.34
Alabama,2024-03-22,0.00,0.00,-2553.71
Alaska,2023-03-24,0.00,0.00,-3.91
Alaska,2023-03-25,0.00,0.00,-14.48
Alaska,2023-03-26,0.00,0.00,-38.93
Alaska,2023-03-27,0.00,0.00,-52.28
Alaska,2023-03-28,0.00,0.00,-59.14
Alaska,2023-03-29,0.00,0.00,-48.28
Alaska,2023-03-30,0.00,0.00,-38.30
Alaska,2023-03-31,0.00,0.00,-98.47
Alaska,2023-04-01,0.00,0.00,-90.00
Alaska,2023-04-02,0.00,0.00,-102.41
Alaska,2023-04-03,0.00,0.00,-107.76
Alaska,2023-04-04,0.00,0.00,-98.78
Alaska,2023-04-05,0.00,0.00,-84.44
Alaska,2023-04-06,0.00,0.00,-92.80
Alaska,2023-04-07,0.00,0.00,-72.75
Alaska,2023-04-08,0.00,0.00,-106.90
Alaska,2023-04-09,0.00,0.00,-112.18
Alaska,2023-04-10,0.00,0.00,-126.87
Alaska,2023-04-11,0.00,0.00,-85.53
Alaska,2023-04-12,0.00,0.00,-165.45
Alaska,2023-04-13,0.00,0.00,-130.81
Alaska,2023-04-14,0.00,0.00,-126.65
Alaska,2023-04-15,0.00,0.00,-134.02
Alaska,2023-04-16,0.00,0.00,-136.26
Alaska,2023-04-17,0.00,0.00,-129.19
Alaska,2023-04-18,0.00,0.00,-88.00
Alaska,2023-04-19,0.00,0.00,-104.29
Alaska,2023-04-20,0.00,0.00,-99.10
Alaska,2023-04-21,0.00,0.00,-155.04
Alaska,2023-04-22,0.00,0.00,-123.95
Alaska,2023-04-23,0.00,0.00,-92.48
Alaska,2023-04-24,0.00,0.00,-121.33
Alaska,2023-04-25,0.00,0.00,-125.95
Alaska,2023-04-26,0.00,0.00,-128.00
Alaska,2023-04-27,0.00,0.00,-136.83
Alaska,2023-04-28,0.00,0.00,-86.41
Alaska,2023-04-29,0.00,0.00,-146.94
Alaska,2023-04-30,0.00,0.00,-206.96
Alaska,2023-05-01,0.00,0.00,-102.95
Alaska,2023-05-02,0.00,0.00,-166.40
Alaska,2023-05-03,0.00,0.00,-167.89
Alaska,2023-05-04,0.00,0.00,-193.22
Alaska,2023-05-05,0.00,0.00,-167.55
Alaska,2023-05-06,0.00,0.00,-171.04
Alaska,2023-05-07,0.00,0.00,-131.40
Alaska,2023-05-08,0.00,0.00,-205.49
Alaska,2023-05-09,0.00,0.00,-170.58
Alaska,2023-05-10,0.00,0.00,-184.64
Alaska,2023-05-11,0.00,0.00,-167.42
Alaska,2023-05-12,0.00,0.00,-182.01
Alaska,2023-05-13,0.00,0.00,-189.92
Alaska,2023-05-14,0.00,0.00,-178.23
Alaska,2023-05-15,0.00,0.00,-190.08
Alaska,2023-05-16,0.00,0.00,-209.16
Alaska,2023-05-17,0.00,0.00,-159.10
Alaska,2023-05-18,0.00,0.00,-191.45
Alaska,2023-05-19,0.00,0.00,-207.98
Alaska,2023-05-20,0.00,0.00,-227.75
Alaska,2023-05-21,0.00,0.00,-202.35
Alaska,2023-05-22,0.00,0.00,-193.92
Alaska,2023-05-23,0.00,0.00,-222.63
Alaska,2023-05-24,0.00,0.00,-225.42
Alaska,2023-05-25,0.00,0.00,-214.54
Alaska,2023-05-26,0.00,0.00,-230.58
Alaska,2023-05-27,0.00,0.00,-192.98
Alaska,2023-05-28,0.00,0.00,-252.30
Alaska,2023-05-29,0.00,0.00,-223.39
Alaska,2023-05-30,0.00,0.00,-194.71
Alaska,2023-05-31,0.00,0.00,-214.74
Alaska,2023-06-01,0.00,0.00,-204.34
Alaska,2023-06-02,0.00,0.00,-216.56
Alaska,2023-06-03,0.00,0.00,-220.33
Alaska,2023-06-04,0.00,0.00,-252.85
Alaska,2023-06-05,0.00,0.00,-238.18
Alaska,2023-06-06,0.00,0.00,-249.07
Alaska,2023-06-07,0.00,0.00,-236.23
Alaska,2023-06-08,0.00,0.00,-206.61
Alaska,2023-06-09,0.00,0.00,-228.52
Alaska,2023-06-10,0.00,0.00,-266.32
Alaska,2023-06-11,0.00,0.00,-227.01
Alaska,2023-06-12,0.00,0.00,-186.33
Alaska,2023-06-13,0.00,0.00,-215.93
Alaska,2023-06-14,0.00,0.00,-258.43
Alaska,2023-06-15,0.00,0.00,-231.55
Alaska,2023-06-16,0.00,0.00,-208.91
Alaska,2023-06-17,0.00,0.00,-286.92
Alaska,2023-06-18,0.00,0.00,-232.25
Alaska,2023-06-19,0.00,0.00,-230.76
Alaska,2023-06-20,0.00,0.00,-208.41
Alaska,2023-06-21,0.00,0.00,-228.20
Alaska,2023-06-22,0.00,0.00,-272.45
Alaska,2023-06-23,0.00,0.00,-245.33
Alaska,2023-06-24,0.00,0.00,-209.12
Alaska,2023-06-25,0.00,0.00,-222.50
Alaska,2023-06-26,0.00,0.00,-228.90
Alaska,2023-06-27,0.00,0.00,-214.86
Alaska,2023-06-28,0.00,0.00,-183.40
Alaska,2023-06-29,0.00,0.00,-226.74
Alaska,2023-06-30,0.00,0.00,-251.02
Alaska,2023-07-01,0.00,0.00,-225.80
Alaska,2023-07-02,0.00,0.00,-257.06
Alaska,2023-07-03,0.00,0.00,-252.22
Alaska,2023-07-04,0.00,0.00,-242.94
Alaska,2023-07-05,0.00,0.00,-278.23
Alaska,2023-07-06,0.00,0.00,-265.09
Alaska,2023-07-07,0.00,0.00,-287.42
Alaska,2023-07-08,0.00,0.00,-167.00
Alaska,2023-07-09,0.00,0.00,-249.06
Alaska,2023-07-10,0.00,0.00,-184.94
Alaska,2023-07-11,0.00,0.00,-200.71
Alaska,2023-07-12,0.00,0.00,-213.71
Alaska,2023-07-13,0.00,0.00,-223.43
Alaska,2023-07-14,0.00,0.00,-221.14
Alaska,2023-07-15,0.00,0.00,-250.31
Alaska,2023-07-16,0.00,0.00,-221.33
Alaska,2023-07-17,0.00,0.00,-229.82
Alaska,2023-07-18,0.00,0.00,-237.46
Alaska,2023-07-19,0.00,0.00,-183.84
Alaska,2023-07-20,0.00,0.00,-214.36
Alaska,2023-07-21,0.00,0.00,-198.32
Alaska,2023-07-22,0.00,0.00,-216.05
Alaska,2023-07-23,0.00,0.00,-160.15
Alaska,2023-07-24,0.00,0.00,-217.48
Alaska,2023-07-25,0.00,0.00,-218.05
Alaska,2023-07-26,0.00,0.00,-157.59
Alaska,2023-07-27,0.00,0.00,-193.04
Alaska,2023-07-28,0.00,0.00,-204.35
Alaska,2023-07-29,0.00,0.00,-197.54
Alaska,2023-07-30,0.00,0.00,-185.69
Alaska,2023-07-31,0.00,0.00,-229.42
Alaska,2023-08-01,0.00,0.00,-192.97
Alaska,2023-08-02,0.00,0.00,-234.82
Alaska,2023-08-03,0.00,0.00,-198.03
Alaska,2023-08-04,0.00,0.00,-204.74
Alaska,2023-08-05,0.00,0.00,-153.74
Alaska,2023-08-06,0.00,0.00,-212.95
Alaska,2023-08-07,0.00,0.00,-208.26
Alaska,2023-08-08,0.00,0.00,-178.59
Alaska,2023-08-09,0.00,0.00,-210.87
Alaska,2023-08-10,0.00,0.00,-203.51
Alaska,2023-08-11,0.00,0.00,-210.80
Alaska,2023-08-12,0.00,0.00,-208.54
Alaska,2023-08-13,0.00,0.00,-206.28
Alaska,2023-08-14,0.00,0.00,-209.68
Alaska,2023-08-15,0.00,0.00,-200.40
Alaska,2023-08-16,0.00,0.00,-249.11
Alaska,2023-08-17,0.00,0.00,-197.27
Alaska,2023-08-18,0.00,0.00,-224.36
Alaska,2023-08-19,0.00,0.00,-206.38
Alaska,2023-08-20,0.00,0.00,-207.75
Alaska,2023-08-21,0.00,0.00,-226.28
Alaska,2023-08-22,0.00,0.00,-225.89
Alaska,2023-08-23,0.00,0.00,-193.08
Alaska,2023-08-24,0.00,0.00,-207.01
Alaska,2023-08-25,0.00,0.00,-206.76
Alaska,2023-08-26,0.00,0.00,-220.99
Alaska,2023-08-27,0.00,0.00,-236.17
Alaska,2023-08-28,0.00,0.00,-210.07
Alaska,2023-08-29,0.00,0.00,-289.23
Alaska,2023-08-30,0.00,0.00,-224.97
Alaska,2023-08-31,0.00,0.00,-225.25
Alaska,2023-09-01,0.00,0.00,-214.39
Alaska,2023-09-02,0.00,0.00,-270.66
Alaska,2023-09-03,0.00,0.00,-250.33
Alaska,2023-09-04,0.00,0.00,-245.01
Alaska,2023-09-05,0.00,0.00,-184.81
Alaska,2023-09-06,0.00,0.00,-240.20
Alaska,2023-09-07,0.00,0.00,-234.47
Alaska,2023-09-08,0.00,0.00,-241.10
Alaska,2023-09-09,0.00,0.00,-225.48
Alaska,2023-09-10,0.00,0.00,-221.28
Alaska,2023-09-11,0.00,0.00,-235.51
Alaska,2023-09-12,0.00,0.00,-242.90
Alaska,2023-09-13,0.00,0.00,-230.80
Alaska,2023-09-14,0.00,0.00,-226.80
Alaska,2023-09-15,0.00,0.00,-219.86
Alaska,2023-09-16,0.00,0.00,-189.60
Alaska,2023-09-17,0.00,0.00,-232.23
Alaska,2023-09-18,0.00,0.00,-123.50
Alaska,2023-09-19,0.00,0.00,-204.48
Alaska,2023-09-20,0.00,0.00,-153.82
Alaska,2023-09-21,0.00,0.00,-146.96
Alaska,2023-09-22,0.00,0.00,-198.70
Alaska,2023-09-23,0.00,0.00,-185.89
Alaska,2023-09-24,0.00,0.00,-144.40
Alaska,2023-09-25,0.00,0.00,-129.70
Alaska,2023-09-26,0.00,0.00,-138.76
Alaska,2023-09-27,0.00,0.00,-148.89
Alaska,2023-09-28,0.00,0.00,-126.63
Alaska,2023-09-29,0.00,0.00,-132.12
Alaska,2023-09-30,0.00,0.00,-108.29
Alaska,2023-10-01,0.00,0.00,-116.11
Alaska,2023-10-02,0.00,0.00,-175.97
Alaska,2023-10-03,0.00,0.00,-131.45
Alaska,2023-10-04,0.00,0.00,-160.02
