state,date,predicted,yhat_lower,yhat_upper
District of Columbia,2023-10-23,0.00,0.00,-167.96
District of Columbia,2023-10-24,0.00,0.00,-164.10
District of Columbia,2023-10-25,0.00,0.00,-143.17
District of Columbia,2023-10-26,0.00,0.00,-184.70
District of Columbia,2023-10-27,0.00,0.00,-193.65
District of Columbia,2023-10-28,0.00,0.00,-199.20
District of Columbia,2023-10-29,0.00,0.00,-185.62
District of Columbia,2023-10-30,0.00,0.00,-198.87
District of Columbia,2023-10-31,0.00,0.00,-179.44
District of Columbia,2023-11-01,0.00,0.00,-170.90
District of Columbia,2023-11-02,0.00,0.00,-210.99
District of Columbia,2023-11-03,0.00,0.00,-205.54
District of Columbia,2023-11-04,0.00,0.00,-233.51
District of Columbia,2023-11-05,0.00,0.00,-231.51
District of Columbia,2023-11-06,0.00,0.00,-180.18
District of Columbia,2023-11-07,0.00,0.00,-199.45
District of Columbia,2023-11-08,0.00,0.00,-218.59
District of Columbia,2023-11-09,0.00,0.00,-181.35
District of Columbia,2023-11-10,0.00,0.00,-194.46
District of Columbia,2023-11-11,0.00,0.00,-169.98
District of Columbia,2023-11-12,0.00,0.00,-167.86
District of Columbia,2023-11-13,0.00,0.00,-182.64
District of Columbia,2023-11-14,0.00,0.00,-162.53
District of Columbia,2023-11-15,0.00,0.00,-164.36
District of Columbia,2023-11-16,0.00,0.00,-131.16
District of Columbia,2023-11-17,0.00,0.00,-137.69
District of Columbia,2023-11-18,0.00,0.00,-193.61
District of Columbia,2023-11-19,0.00,0.00,-152.37
District of Columbia,2023-11-20,0.00,0.00,-144.21
District of Columbia,2023-11-21,0.00,0.00,-167.44
District of Columbia,2023-11-22,0.00,0.00,-146.15
District of Columbia,2023-11-23,0.00,0.00,-161.48
District of Columbia,2023-11-24,0.00,0.00,-179.15
District of Columbia,2023-11-25,0.00,0.00,-139.48
District of Columbia,2023-11-26,0.00,0.00,-146.80
District of Columbia,2023-11-27,0.00,0.00,-156.80
District of Columbia,2023-11-28,0.00,0.00,-162.34
District of Columbia,2023-11-29,0.00,0.00,-198.35
District of Columbia,2023-11-30,0.00,0.00,-168.31
District of Columbia,2023-12-01,0.00,0.00,-150.29
District of Columbia,2023-12-02,0.00,0.00,-168.26
District of Columbia,2023-12-03,0.00,0.00,-204.49
District of Columbia,2023-12-04,0.00,0.00,-207.41
District of Columbia,2023-12-05,0.00,0.00,-174.66
District of Columbia,2023-12-06,0.00,0.00,-183.94
District of Columbia,2023-12-07,0.00,0.00,-188.17
District of Columbia,2023-12-08,0.00,0.00,-175.16
District of Columbia,2023-12-09,0.00,0.00,-209.91
District of Columbia,2023-12-10,0.00,0.00,-138.10
District of Columbia,2023-12-11,0.00,0.00,-152.12
District of Columbia,2023-12-12,0.00,0.00,-110.55
District of Columbia,2023-12-13,0.00,0.00,-84.31
District of Columbia,2023-12-14,0.00,0.00,-99.24
District of Columbia,2023-12-15,0.00,0.00,-96.90
District of Columbia,2023-12-16,0.00,0.00,-55.64
District of Columbia,2023-12-17,0.00,0.00,-7.26
District of Columbia,2023-12-18,0.00,0.00,18.35
District of Columbia,2023-12-19,0.00,0.00,36.33
District of Columbia,2023-12-20,0.00,0.00,72.89
District of Columbia,2023-12-21,0.00,0.00,138.94
District of Columbia,2023-12-22,0.00,0.00,192.88
District of Columbia,2023-12-23,0.00,0.00,233.77
District of Columbia,2023-12-24,0.00,0.00,233.15
District of Columbia,2023-12-25,0.00,0.00,250.11
District of Columbia,2023-12-26,29.54,0.00,265.06
District of Columbia,2023-12-27,63.57,0.00,315.27
District of Columbia,2023-12-28,95.74,0.00,346.74
District of Columbia,2023-12-29,124.15,0.00,370.46
District of Columbia,2023-12-30,150.48,0.00,441.76
District of Columbia,2023-12-31,174.08,0.00,433.32
District of Columbia,2024-01-01,194.14,0.00,463.32
District of Columbia,2024-01-02,210.39,0.00,485.87
District of Columbia,2024-01-03,222.62,0.00,499.16
District of Columbia,2024-01-04,230.76,0.00,477.80
District of Columbia,2024-01-05,233.27,0.00,478.70
District of Columbia,2024-01-06,232.18,0.00,545.00
District of Columbia,2024-01-07,227.28,0.00,502.31
District of Columbia,2024-01-08,218.18,0.00,503.04
District of Columbia,2024-01-09,205.03,0.00,481.09
District of Columbia,2024-01-10,188.06,0.00,474.72
District of Columbia,2024-01-11,167.64,0.00,446.45
District of Columbia,2024-01-12,142.63,0.00,427.76
District of Columbia,2024-01-13,115.47,0.00,358.33
District of Columbia,2024-01-14,86.29,0.00,356.62
District of Columbia,2024-01-15,55.03,0.00,350.61
District of Columbia,2024-01-16,22.11,0.00,333.84
District of Columbia,2024-01-17,0.00,0.00,284.05
District of Columbia,2024-01-18,0.00,0.00,203.51
District of Columbia,2024-01-19,0.00,0.00,160.48
District of Columbia,2024-01-20,0.00,0.00,158.38
District of Columbia,2024-01-21,0.00,0.00,163.60
District of Columbia,2024-01-22,0.00,0.00,60.10
District of Columbia,2024-01-23,0.00,0.00,55.99
District of Columbia,2024-01-24,0.00,0.00,26.38
District of Columbia,2024-01-25,0.00,0.00,7.62
District of Columbia,2024-01-26,0.00,0.00,-25.83
District of Columbia,2024-01-27,0.00,0.00,-51.75
District of Columbia,2024-01-28,0.00,0.00,-109.81
District of Columbia,2024-01-29,0.00,0.00,-106.31
District of Columbia,2024-01-30,0.00,0.00,-95.97
District of Columbia,2024-01-31,0.00,0.00,-163.26
District of Columbia,2024-02-01,0.00,0.00,-174.30
District of Columbia,2024-02-02,0.00,0.00,-151.29
District of Columbia,2024-02-03,0.00,0.00,-172.45
District of Columbia,2024-02-04,0.00,0.00,-180.81
District of Columbia,2024-02-05,0.00,0.00,-212.94
District of Columbia,2024-02-06,0.00,0.00,-198.46
District of Columbia,2024-02-07,0.00,0.00,-187.58
District of Columbia,2024-02-08,0.00,0.00,-217.98
District of Columbia,2024-02-09,0.00,0.00,-205.30
District of Columbia,2024-02-10,0.00,0.00,-185.33
District of Columbia,2024-02-11,0.00,0.00,-200.77
District of Columbia,2024-02-12,0.00,0.00,-219.46
District of Columbia,2024-02-13,0.00,0.00,-220.28
District of Columbia,2024-02-14,0.00,0.00,-187.95
District of Columbia,2024-02-15,0.00,0.00,-195.14
District of Columbia,2024-02-16,0.00,0.00,-179.78
District of Columbia,2024-02-17,0.00,0.00,-228.55
District of Columbia,2024-02-18,0.00,0.00,-215.00
District of Columbia,2024-02-19,0.00,0.00,-224.87
District of Columbia,2024-02-20,0.00,0.00,-219.51
District of Columbia,2024-02-21,0.00,0.00,-198.83
District of Columbia,2024-02-22,0.00,0.00,-225.03
District of Columbia,2024-02-23,0.00,0.00,-257.47
District of Columbia,2024-02-24,0.00,0.00,-204.13
District of Columbia,2024-02-25,0.00,0.00,-215.54
District of Columbia,2024-02-26,0.00,0.00,-246.70
District of Columbia,2024-02-27,0.00,0.00,-257.66
District of Columbia,2024-02-28,0.00,0.00,-225.34
District of Columbia,2024-02-29,0.00,0.00,-255.76
District of Columbia,2024-03-01,0.00,0.00,-273.98
District of Columbia,2024-03-02,0.00,0.00,-260.93
District of Columbia,2024-03-03,0.00,0.00,-267.53
District of Columbia,2024-03-04,0.00,0.00,-269.42
District of Columbia,2024-03-05,0.00,0.00,-251.59
District of Columbia,2024-03-06,0.00,0.00,-264.48
District of Columbia,2024-03-07,0.00,0.00,-299.57
District of Columbia,2024-03-08,0.00,0.00,-284.13
District of Columbia,2024-03-09,0.00,0.00,-278.45
District of Columbia,2024-03-10,0.00,0.00,-281.77
District of Columbia,2024-03-11,0.00,0.00,-271.82
District of Columbia,2024-03-12,0.00,0.00,-307.76
District of Columbia,2024-03-13,0.00,0.00,-256.41
District of Columbia,2024-03-14,0.00,0.00,-288.48
District of Columbia,2024-03-15,0.00,0.00,-287.72
District of Columbia,2024-03-16,0.00,0.00,-277.77
District of Columbia,2024-03-17,0.00,0.00,-279.15
District of Columbia,2024-03-18,0.00,0.00,-292.20
District of Columbia,2024-03-19,0.00,0.00,-277.42
District of Columbia,2024-03-20,0.00,0.00,-293.19
District of Columbia,2024-03-21,0.00,0.00,-276.99
District of Columbia,2024-03-22,0.00,0.00,-329.02
Florida,2023-03-24,0.00,0.00,2361.93
Florida,2023-03-25,0.00,0.00,2672.24
Florida,2023-03-26,0.00,0.00,1955.97
Florida,2023-03-27,0.00,0.00,2604.20
Florida,2023-03-28,0.00,0.00,1754.54
Florida,2023-03-29,0.00,0.00,2125.37
Florida,2023-03-30,0.00,0.00,2402.78
Florida,2023-03-31,0.00,0.00,1393.30
Florida,2023-04-01,0.00,0.00,2315.82
Florida,2023-04-02,0.00,0.00,1631.26
Florida,2023-04-03,0.00,0.00,2135.88
Florida,2023-04-04,0.00,0.00,646.23
Florida,2023-04-05,0.00,0.00,935.90
Florida,2023-04-06,0.00,0.00,1618.23
Florida,2023-04-07,0.00,0.00,30.56
Florida,2023-04-08,0.00,0.00,-12.64
Florida,2023-04-09,0.00,0.00,1730.93
Florida,2023-04-10,0.00,0.00,1079.04
Florida,2023-04-11,0.00,0.00,411.88
Florida,2023-04-12,0.00,0.00,962.32
Florida,2023-04-13,0.00,0.00,392.80
Florida,2023-04-14,0.00,0.00,755.09
Florida,2023-04-15,0.00,0.00,599.86
Florida,2023-04-16,0.00,0.00,980.90
Florida,2023-04-17,0.00,0.00,374.21
Florida,2023-04-18,0.00,0.00,347.22
Florida,2023-04-19,0.00,0.00,-457.08
Florida,2023-04-20,0.00,0.00,834.67
Florida,2023-04-21,0.00,0.00,1560.43
Florida,2023-04-22,0.00,0.00,1092.95
Florida,2023-04-23,0.00,0.00,199.68
Florida,2023-04-24,0.00,0.00,1148.75
Florida,2023-04-25,0.00,0.00,1580.23
Florida,2023-04-26,0.00,0.00,648.74
Florida,2023-04-27,0.00,0.00,1338.48
Florida,2023-04-28,0.00,0.00,792.60
Florida,2023-04-29,0.00,0.00,520.14
Florida,2023-04-30,0.00,0.00,874.26
Florida,2023-05-01,0.00,0.00,1512.56
Florida,2023-05-02,0.00,0.00,566.92
Florida,2023-05-03,0.00,0.00,1295.17
Florida,2023-05-04,0.00,0.00,1334.99
Florida,2023-05-05,0.00,0.00,422.18
Florida,2023-05-06,0.00,0.00,923.42
Florida,2023-05-07,0.00,0.00,847.87
Florida,2023-05-08,0.00,0.00,568.60
Florida,2023-05-09,0.00,0.00,665.98
Florida,2023-05-10,0.00,0.00,536.10
Florida,2023-05-11,0.00,0.00,215.17
Florida,2023-05-12,0.00,0.00,1506.52
Florida,2023-05-13,0.00,0.00,-37.82
Florida,2023-05-14,0.00,0.00,-124.02
Florida,2023-05-15,0.00,0.00,-463.46
Florida,2023-05-16,0.00,0.00,495.71
Florida,2023-05-17,0.00,0.00,-384.13
Florida,2023-05-18,0.00,0.00,484.85
Florida,2023-05-19,0.00,0.00,1385.99
Florida,2023-05-20,0.00,0.00,57.63
Florida,2023-05-21,0.00,0.00,-12.45
Florida,2023-05-22,0.00,0.00,-64.35
Florida,2023-05-23,0.00,0.00,366.66
Florida,2023-05-24,0.00,0.00,1415.37
Florida,2023-05-25,0.00,0.00,-20.74
Florida,2023-05-26,0.00,0.00,320.01
Florida,2023-05-27,0.00,0.00,576.50
Florida,2023-05-28,0.00,0.00,193.07
Florida,2023-05-29,0.00,0.00,1089.92
Florida,2023-05-30,0.00,0.00,988.16
Florida,2023-05-31,0.00,0.00,-361.81
Florida,2023-06-01,0.00,0.00,1385.30
Florida,2023-06-02,0.00,0.00,2043.33
Florida,2023-06-03,0.00,0.00,1468.00
Florida,2023-06-04,0.00,0.00,1484.09
Florida,2023-06-05,0.00,0.00,1154.58
Florida,2023-06-06,0.00,0.00,2102.87
Florida,2023-06-07,0.00,0.00,59.96
Florida,2023-06-08,0.00,0.00,2491.21
Florida,2023-06-09,0.00,0.00,280.02
Florida,2023-06-10,0.00,0.00,385.78
Florida,2023-06-11,0.00,0.00,1038.40
Florida,2023-06-12,0.00,0.00,516.22
Florida,2023-06-13,0.00,0.00,1459.94
Florida,2023-06-14,0.00,0.00,743.36
Florida,2023-06-15,0.00,0.00,216.74
Florida,2023-06-16,0.00,0.00,970.22
Florida,2023-06-17,0.00,0.00,-779.52
Florida,2023-06-18,0.00,0.00,1469.83
Florida,2023-06-19,0.00,0.00,373.33
Florida,2023-06-20,0.00,0.00,-214.93
Florida,2023-06-21,0.00,0.00,899.63
Florida,2023-06-22,0.00,0.00,98.13
Florida,2023-06-23,0.00,0.00,-111.88
Florida,2023-06-24,0.00,0.00,18.41
Florida,2023-06-25,0.00,0.00,751.94
Florida,2023-06-26,0.00,0.00,1238.83
Florida,2023-06-27,0.00,0.00,1566.29
Florida,2023-06-28,0.00,0.00,-109.33
Florida,2023-06-29,0.00,0.00,1149.25
Florida,2023-06-30,0.00,0.00,1122.62
Florida,2023-07-01,0.00,0.00,1797.00
Florida,2023-07-02,0.00,0.00,1947.15
Florida,2023-07-03,0.00,0.00,992.84
Florida,2023-07-04,0.00,0.00,2230.02
Florida,2023-07-05,0.00,0.00,2707.39
Florida,2023-07-06,0.00,0.00,3244.89
Florida,2023-07-07,0.00,0.00,3207.30
Florida,2023-07-08,0.00,0.00,2346.02
Florida,2023-07-09,0.00,0.00,2677.86
Florida,2023-07-10,0.00,0.00,3946.44
Florida,2023-07-11,0.00,0.00,4617.75
Florida,2023-07-12,0.00,0.00,3924.14
Florida,2023-07-13,0.00,0.00,4650.03
Florida,2023-07-14,0.00,0.00,4527.98
Florida,2023-07-15,0.00,0.00,4136.11
Florida,2023-07-16,0.00,0.00,3742.45
Florida,2023-07-17,0.00,0.00,3706.75
Florida,2023-07-18,0.00,0.00,4239.45
Florida,2023-07-19,0.00,0.00,5010.11
Florida,2023-07-20,0.00,0.00,5138.62
Florida,2023-07-21,0.00,0.00,4783.46
Florida,2023-07-22,0.00,0.00,4304.26
Florida,2023-07-23,0.00,0.00,4613.87
Florida,2023-07-24,0.00,0.00,5384.83
Florida,2023-07-25,0.00,0.00,5416.57
Florida,2023-07-26,0.00,0.00,4745.74
Florida,2023-07-27,0.00,0.00,6016.96
Florida,2023-07-28,0.00,0.00,5395.60
Florida,2023-07-29,0.00,0.00,4825.87
Florida,2023-07-30,0.00,0.00,6201.90
Florida,2023-07-31,0.00,0.00,6243.40
Florida,2023-08-01,0.00,0.00,4927.90
Florida,2023-08-02,0.00,0.00,5712.39
Florida,2023-08-03,0.00,0.00,6888.78
Florida,2023-08-04,0.00,0.00,6343.73
Florida,2023-08-05,0.00,0.00,6822.74
Florida,2023-08-06,0.00,0.00,6241.12
Florida,2023-08-07,0.00,0.00,5809.03
Florida,2023-08-08,0.00,0.00,6325.36
Florida,2023-08-09,0.00,0.00,7154.05
Florida,2023-08-10,0.00,0.00,7856.80
Florida,2023-08-11,0.00,0.00,6103.37
Florida,2023-08-12,0.00,0.00,7082.87
Florida,2023-08-13,0.00,0.00,6366.34
Florida,2023-08-14,0.00,0.00,6408.20
Florida,2023-08-15,0.00,0.00,5301.19
Florida,2023-08-16,0.00,0.00,6026.17
Florida,2023-08-17,0.00,0.00,5040.37
Florida,2023-08-18,0.00,0.00,5599.75
Florida,2023-08-19,0.00,0.00,5896.58
Florida,2023-08-20,0.00,0.00,5536.10
Florida,2023-08-21,0.00,0.00,5305.67
Florida,2023-08-22,0.00,0.00,4883.21
Florida,2023-08-23,0.00,0.00,4960.42
Florida,2023-08-24,0.00,0.00,5073.03
Florida,2023-08-25,0.00,0.00,6027.52
Florida,2023-08-26,0.00,0.00,4633.47
Florida,2023-08-27,0.00,0.00,3554.77
Florida,2023-08-28,0.00,0.00,2550.08
Florida,2023-08-29,0.00,0.00,3247.69
Florida,2023-08-30,0.00,0.00,2970.56
Florida,2023-08-31,0.00,0.00,3021.88
Florida,2023-09-01,0.00,0.00,2363.69
Florida,2023-09-02,0.00,0.00,2105.33
Florida,2023-09-03,0.00,0.00,2653.19
Florida,2023-09-04,0.00,0.00,2031.04
Florida,2023-09-05,0.00,0.00,2236.43
Florida,2023-09-06,0.00,0.00,1122.68
Florida,2023-09-07,0.00,0.00,1154.38
Florida,2023-09-08,0.00,0.00,1249.95
Florida,2023-09-09,0.00,0.00,576.00
Florida,2023-09-10,0.00,0.00,870.79
Florida,2023-09-11,0.00,0.00,1339.27
Florida,2023-09-12,0.00,0.00,-268.86
Florida,2023-09-13,0.00,0.00,1114.68
Florida,2023-09-14,0.00,0.00,-380.59
Florida,2023-09-15,0.00,0.00,-704.49
Florida,2023-09-16,0.00,0.00,-769.74
Florida,2023-09-17,0.00,0.00,-1549.45
Florida,2023-09-18,0.00,0.00,-869.71
Florida,2023-09-19,0.00,0.00,60.84
Florida,2023-09-20,0.00,0.00,-1726.84
Florida,2023-09-21,0.00,0.00,-1849.48
Florida,2023-09-22,0.00,0.00,-2471.07
Florida,2023-09-23,0.00,0.00,-2663.56
Florida,2023-09-24,0.00,0.00,-3248.79
Florida,2023-09-25,0.00,0.00,-2110.55
Florida,2023-09-26,0.00,0.00,-3419.32
Florida,2023-09-27,0.00,0.00,-3522.17
Florida,2023-09-28,0.00,0.00,-3959.48
Florida,2023-09-29,0.00,0.00,-4092.90
Florida,2023-09-30,0.00,0.00,-4275.91
Florida,2023-10-01,0.00,0.00,-4541.43
Florida,2023-10-02,0.00,0.00,-5026.67
Florida,2023-10-03,0.00,0.00,-5048.91
Florida,2023-10-04,0.00,0.00,-4250.52
Florida,2023-10-05,0.00,0.00,-4436.57
Florida,2023-10-06,0.00,0.00,-5665.35
Florida,2023-10-07,0.00,0.00,-6992.15
Florida,2023-10-08,0.00,0.00,-5828.38
Florida,2023-10-09,0.00,0.00,-4627.51
Florida,2023-10-10,0.00,0.00,-5044.16
Florida,2023-10-11,0.00,0.00,-5836.07
Florida,2023-10-12,0.00,0.00,-6167.72
Florida,2023-10-13,0.00,0.00,-4890.21
Florida,2023-10-14,0.00,0.00,-5708.11
Florida,2023-10-15,0.00,0.00,-6087.11
Florida,2023-10-16,0.00,0.00,-5560.93
Florida,2023-10-17,0.00,0.00,-5085.42
Florida,2023-10-18,0.00,0.00,-5509.52
Florida,2023-10-19,0.00,0.00,-5510.25
Florida,2023-10-20,0.00,0.00,-5301.29
Florida,2023-10-21,0.00,0.00,-5055.58
Florida,2023-10-22,0.00,0.00,-6659.05
Florida,2023-10-23,0.00,0.00,-5516.19
Florida,2023-10-24,0.00,0.00,-6108.25
Florida,2023-10-25,0.00,0.00,-6665.62
Florida,2023-10-26,0.00,0.00,-4658.71
Florida,2023-10-27,0.00,0.00,-5892.77
Florida,2023-10-28,0.00,0.00,-5598.95
Florida,2023-10-29,0.00,0.00,-6169.57
Florida,2023-10-30,0.00,0.00,-5411.47
Florida,2023-10-31,0.00,0.00,-6368.51
Florida,2023-11-01,0.00,0.00,-6652.65
Florida,2023-11-02,0.00,0.00,-6908.69
Florida,2023-11-03,0.00,0.00,-7373.69
Florida,2023-11-04,0.00,0.00,-7388.00
Florida,2023-11-05,0.00,0.00,-6753.08
Florida,2023-11-06,0.00,0.00,-6955.70
Florida,2023-11-07,0.00,0.00,-7446.85
Florida,2023-11-08,0.00,0.00,-6480.57
Florida,2023-11-09,0.00,0.00,-6337.62
Florida,2023-11-10,0.00,0.00,-5759.71
Florida,2023-11-11,0.00,0.00,-6915.57
Florida,2023-11-12,0.00,0.00,-6404.81
Florida,2023-11-13,0.00,0.00,-5704.17
Florida,2023-11-14,0.00,0.00,-7134.43
Florida,2023-11-15,0.00,0.00,-6874.48
Florida,2023-11-16,0.00,0.00,-5833.98
Florida,2023-11-17,0.00,0.00,-5584.57
Florida,2023-11-18,0.00,0.00,-5104.60
Florida,2023-11-19,0.00,0.00,-5114.45
Florida,2023-11-20,0.00,0.00,-4921.52
Florida,2023-11-21,0.00,0.00,-4375.61
Florida,2023-11-22,0.00,0.00,-4165.27
Florida,2023-11-23,0.00,0.00,-5051.86
Florida,2023-11-24,0.00,0.00,-4062.85
Florida,2023-11-25,0.00,0.00,-4383.10
Florida,2023-11-26,0.00,0.00,-4799.21
Florida,2023-11-27,0.00,0.00,-4261.80
Florida,2023-11-28,0.00,0.00,-5414.70
Florida,2023-11-29,0.00,0.00,-4946.62
Florida,2023-11-30,0.00,0.00,-4923.91
Florida,2023-12-01,0.00,0.00,-5584.14
Florida,2023-12-02,0.00,0.00,-3297.88
Florida,2023-12-03,0.00,0.00,-5278.29
Florida,2023-12-04,0.00,0.00,-5011.60
Florida,2023-12-05,0.00,0.00,-4834.56
Florida,2023-12-06,0.00,0.00,-5169.69
Florida,2023-12-07,0.00,0.00,-6574.70
Florida,2023-12-08,0.00,0.00,-6060.28
Florida,2023-12-09,0.00,0.00,-6584.33
Florida,2023-12-10,0.00,0.00,-6856.67
Florida,2023-12-11,0.00,0.00,-6197.53
Florida,2023-12-12,0.00,0.00,-6263.20
Florida,2023-12-13,0.00,0.00,-5728.98
Florida,2023-12-14,0.00,0.00,-4994.32
Florida,2023-12-15,0.00,0.00,-5701.96
Florida,2023-12-16,0.00,0.00,-5996.32
Florida,2023-12-17,0.00,0.00,-4963.04
Florida,2023-12-18,0.00,0.00,-5395.03
Florida,2023-12-19,0.00,0.00,-3623.24
Florida,2023-12-20,0.00,0.00,-3381.52
Florida,2023-12-21,0.00,0.00,-3251.82
Florida,2023-12-22,0.00,0.00,-2073.28
Florida,2023-12-23,0.00,0.00,-182.72
Florida,2023-12-24,0.00,0.00,-408.40
Florida,2023-12-25,0.00,0.00,1287.41
Florida,2023-12-26,0.00,0.00,1739.18
Florida,2023-12-27,0.00,0.00,2661.32
Florida,2023-12-28,0.00,0.00,4318.35
Florida,2023-12-29,0.00,0.00,6403.16
Florida,2023-12-30,0.00,0.00,6186.58
Florida,2023-12-31,0.00,0.00,7092.77
Florida,2024-01-01,831.21,0.00,8079.86
Florida,2024-01-02,1906.93,0.00,11666.41
Florida,2024-01-03,2925.13,0.00,11858.33
Florida,2024-01-04,3872.56,0.00,12791.02
Florida,2024-01-05,4701.12,0.00,13265.01
Florida,2024-01-06,5470.70,0.00,14618.48
Florida,2024-01-07,6123.64,0.00,13956.46
Florida,2024-01-08,6678.14,0.00,15149.18
Florida,2024-01-09,7113.66,0.00,14773.71
Florida,2024-01-10,7425.42,0.00,13874.77
Florida,2024-01-11,7610.59,0.00,14481.76
Florida,2024-01-12,7632.55,54.53,16062.26
Florida,2024-01-13,7563.35,0.00,16247.04
Florida,2024-01-14,7358.02,286.03,14943.74
Florida,2024-01-15,7047.68,0.00,14894.87
Florida,2024-01-16,6624.70,0.00,16219.99
Florida,2024-01-17,6096.85,0.00,14087.09
Florida,2024-01-18,5473.40,0.00,12601.81
Florida,2024-01-19,4728.96,0.00,13791.35
Florida,2024-01-20,3945.86,0.00,12940.53
Florida,2024-01-21,3088.22,0.00,11121.68
Florida,2024-01-22,2194.87,0.00,9164.79
Florida,2024-01-23,1264.39,0.00,9276.70
Florida,2024-01-24,309.27,0.00,8907.71
Florida,2024-01-25,0.00,0.00,8585.31
Florida,2024-01-26,0.00,0.00,7532.29
Florida,2024-01-27,0.00,0.00,6464.66
Florida,2024-01-28,0.00,0.00,4776.58
Florida,2024-01-29,0.00,0.00,3131.26
Florida,2024-01-30,0.00,0.00,3897.05
Florida,2024-01-31,0.00,0.00,808.41
Florida,2024-02-01,0.00,0.00,1848.86
Florida,2024-02-02,0.00,0.00,839.60
Florida,2024-02-03,0.00,0.00,-927.22
Florida,2024-02-04,0.00,0.00,-635.78
Florida,2024-02-05,0.00,0.00,-1248.30
Florida,2024-02-06,0.00,0.00,-2464.04
Florida,2024-02-07,0.00,0.00,-371.18
Florida,2024-02-08,0.00,0.00,-1531.30
Florida,2024-02-09,0.00,0.00,-3099.28
Florida,2024-02-10,0.00,0.00,-3304.89
Florida,2024-02-11,0.00,0.00,-4200.37
Florida,2024-02-12,0.00,0.00,-3909.79
Florida,2024-02-13,0.00,0.00,-3782.68
Florida,2024-02-14,0.00,0.00,-5032.99
Florida,2024-02-15,0.00,0.00,-5101.99
Florida,2024-02-16,0.00,0.00,-4922.49
Florida,2024-02-17,0.00,0.00,-4965.99
Florida,2024-02-18,0.00,0.00,-5000.38
Florida,2024-02-19,0.00,0.00,-5870.94
Florida,2024-02-20,0.00,0.00,-6155.59
Florida,2024-02-21,0.00,0.00,-5478.61
Florida,2024-02-22,0.00,0.00,-5504.80
Florida,2024-02-23,0.00,0.00,-6499.60
Florida,2024-02-24,0.00,0.00,-6396.84
Florida,2024-02-25,0.00,0.00,-5691.37
Florida,2024-02-26,0.00,0.00,-5764.93
Florida,2024-02-27,0.00,0.00,-6418.58
Florida,2024-02-28,0.00,0.00,-7340.23
Florida,2024-02-29,0.00,0.00,-6757.38
Florida,2024-03-01,0.00,0.00,-6806.60
Florida,2024-03-02,0.00,0.00,-7965.83
Florida,2024-03-03,0.00,0.00,-8317.54
Florida,2024-03-04,0.00,0.00,-8930.22
Florida,2024-03-05,0.00,0.00,-8341.46
Florida,2024-03-06,0.00,0.00,-8603.68
Florida,2024-03-07,0.00,0.00,-7908.40
Florida,2024-03-08,0.00,0.00,-9928.05
Florida,2024-03-09,0.00,0.00,-8605.47
Florida,2024-03-10,0.00,0.00,-7661.31
Florida,2024-03-11,0.00,0.00,-9981.30
Florida,2024-03-12,0.00,0.00,-8376.36
Florida,2024-03-13,0.00,0.00,-10071.10
Florida,2024-03-14,0.00,0.00,-8415.58
Florida,2024-03-15,0.00,0.00,-10045.04
Florida,2024-03-16,0.00,0.00,-8722.22
Florida,2024-03-17,0.00,0.00,-9371.29
Florida,2024-03-18,0.00,0.00,-9473.87
Florida,2024-03-19,0.00,0.00,-10363.81
Florida,2024-03-20,0.00,0.00,-10553.59
Florida,2024-03-21,0.00,0.00,-10583.71
Florida,2024-03-22,0.00,0.00,-10100.76
Georgia,2023-03-24,0.00,0.00,-323.38
Georgia,2023-03-25,0.00,0.00,-859.49
Georgia,2023-03-26,0.00,0.00,-875.67
Georgia,2023-03-27,0.00,0.00,-744.29
Georgia,2023-03-28,0.00,0.00,-631.92
Georgia,2023-03-29,0.00,0.00,-1024.39
Georgia,2023-03-30,0.00,0.00,-793.00
Georgia,2023-03-31,0.00,0.00,-1056.48
Georgia,2023-04-01,0.00,0.00,-887.72
Georgia,2023-04-02,0.00,0.00,-765.70
Georgia,2023-04-03,0.00,0.00,-1359.53
Georgia,2023-04-04,0.00,0.00,-1058.06
Georgia,2023-04-05,0.00,0.00,-919.37
Georgia,2023-04-06,0.00,0.00,-1327.77
Georgia,2023-04-07,0.00,0.00,-739.19
Georgia,2023-04-08,0.00,0.00,-1180.30
Georgia,2023-04-09,0.00,0.00,-925.34
Georgia,2023-04-10,0.00,0.00,-901.71
Georgia,2023-04-11,0.00,0.00,-1078.95
Georgia,2023-04-12,0.00,0.00,-1071.80
Georgia,2023-04-13,0.00,0.00,-1437.76
Georgia,2023-04-14,0.00,0.00,-1734.94
Georgia,2023-04-15,0.00,0.00,-988.09
Georgia,2023-04-16,0.00,0.00,-1424.51
Georgia,2023-04-17,0.00,0.00,-1360.78
Georgia,2023-04-18,0.00,0.00,-1575.22
Georgia,2023-04-19,0.00,0.00,-1621.36
Georgia,2023-04-20,0.00,0.00,-1784.75
Georgia,2023-04-21,0.00,0.00,-1234.52
Georgia,2023-04-22,0.00,0.00,-1564.86
Georgia,2023-04-23,0.00,0.00,-1304.09
Georgia,2023-04-24,0.00,0.00,-1678.09
Georgia,2023-04-25,0.00,0.00,-1573.13
Georgia,2023-04-26,0.00,0.00,-1312.92
Georgia,2023-04-27,0.00,0.00,-1730.74
Georgia,2023-04-28,0.00,0.00,-1365.37
Georgia,2023-04-29,0.00,0.00,-1801.60
Georgia,2023-04-30,0.00,0.00,-1650.70
Georgia,2023-05-01,0.00,0.00,-1667.44
Georgia,2023-05-02,0.00,0.00,-1448.91
